Size,Site,Rainfall_min,Rainfall_max,Category,normd15N
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.695627229
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.237551253
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.821694319
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.422817458
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.391153304
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.35804586
-0.235921401,TBR,-0.604953316,-0.31678014,barley,7.409292417
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.557358524
-0.235921401,TBR,-0.604953316,-0.31678014,barley,9.08288173
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,7.858681811
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.083440335
-0.235921401,TBR,-0.604953316,-0.31678014,barley,4.668878492
-0.235921401,TBR,-0.604953316,-0.31678014,barley,7.196330715
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.227195789
-0.235921401,TBR,-0.604953316,-0.31678014,barley,5.617422373
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.145458157
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,4.64985595
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.068175909
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.27968173
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.063360828
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.28680458
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.958725044
-0.235921401,TBR,-0.604953316,-0.31678014,barley,4.403312283
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.503357661
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.336608151
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,7.190722013
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.716683724
-0.235921401,TBR,-0.604953316,-0.31678014,barley,7.078800078
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.519088487
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.999363911
-0.235921401,TBR,-0.604953316,-0.31678014,barley,5.665879202
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.250139423
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.569408745
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.95866474
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.759133652
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,7.449680158
-0.235921401,TBR,-0.604953316,-0.31678014,barley,8.780358169
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.690173824
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,4.957037299
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.768495605
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.176482621
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,3.987032167
-0.235921401,TBR,-0.604953316,-0.31678014,barley,5.316145948
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,7.151969646
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,8.059440539
-0.235921401,TBR,-0.604953316,-0.31678014,barley,7.198929028
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,6.187501905
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.566069995
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,9.480407833
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,4.689860273
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.984810091
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,2.307006228
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,3.094290459
-0.235921401,TBR,-0.604953316,-0.31678014,barley,3.941640348
-0.235921401,TBR,-0.604953316,-0.31678014,barley,4.703688537
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.789763182
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,4.994587993
-0.235921401,TBR,-0.604953316,-0.31678014,barley,6.906053818
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,7.723932047
-0.235921401,TBR,-0.604953316,-0.31678014,barley,7.778833727
-0.235921401,TBR,-0.604953316,-0.31678014,wheat,5.634161471
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.749054868
0.577109342,TEL,-0.445812954,-0.138390719,barley,8.873077257
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.282949368
0.577109342,TEL,-0.445812954,-0.138390719,wheat,4.60200053
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.64659031
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.94687804
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.171290567
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.54898986
0.577109342,TEL,-0.445812954,-0.138390719,barley,3.343829534
0.577109342,TEL,-0.445812954,-0.138390719,wheat,3.595545086
0.577109342,TEL,-0.445812954,-0.138390719,wheat,3.823915501
0.577109342,TEL,-0.445812954,-0.138390719,wheat,4.992058259
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.321127532
0.577109342,TEL,-0.445812954,-0.138390719,wheat,2.857192555
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.120406927
0.577109342,TEL,-0.445812954,-0.138390719,wheat,2.790076644
0.577109342,TEL,-0.445812954,-0.138390719,barley,3.6093081
0.577109342,TEL,-0.445812954,-0.138390719,barley,2.547513849
0.577109342,TEL,-0.445812954,-0.138390719,wheat,2.656980392
0.577109342,TEL,-0.445812954,-0.138390719,barley,6.707270399
0.577109342,TEL,-0.445812954,-0.138390719,barley,5.018166359
0.577109342,TEL,-0.445812954,-0.138390719,barley,4.930653352
0.577109342,TEL,-0.445812954,-0.138390719,wheat,3.675265559
0.577109342,TEL,-0.445812954,-0.138390719,barley,5.104822216
0.577109342,TEL,-0.445812954,-0.138390719,wheat,4.49322598
0.577109342,TEL,-0.445812954,-0.138390719,wheat,3.11869081
0.577109342,TEL,-0.307892244,0.125926494,barley,1.911418779
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,5.909765691
-1.490311689,TSA,-1.093740761,-0.078554421,barley,7.512361452
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,5.638809005
-1.490311689,TSA,-1.093740761,-0.078554421,barley,8.112445945
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,4.835808805
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,4.956228711
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,3.877144839
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,4.002766395
-1.490311689,TSA,-1.093740761,-0.078554421,barley,9.709150553
-1.490311689,TSA,-1.093740761,-0.078554421,wheat,9.271739278
-1.490311689,TSA,-1.093740761,-0.078554421,barley,6.21709284
-1.490311689,TSA,-1.093740761,-0.51874381,barley,6.215772493
-1.490311689,TSA,-1.093740761,-0.51874381,barley,9.520190025
-1.490311689,TSA,-1.093740761,-0.51874381,wheat,10.06657831
-1.490311689,TSA,-1.093740761,-0.51874381,barley,7.564041723
-1.490311689,TSA,-0.84238377,-0.728229726,barley,6.871120474
-1.490311689,TSA,-0.84238377,-0.728229726,wheat,6.224681207
-1.490311689,TSA,-0.84238377,-0.728229726,barley,6.71945218
-1.490311689,TSA,-0.84238377,-0.728229726,wheat,6.242605119
-1.490311689,TSA,-0.84238377,-0.728229726,barley,8.912550239
-1.490311689,TSA,-0.84238377,-0.728229726,barley,8.711105087
-1.490311689,TSA,-0.84238377,-0.728229726,wheat,6.87287301
-1.490311689,TSA,-0.84238377,-0.728229726,wheat,7.214696418
-1.490311689,TSA,-0.84238377,-0.728229726,wheat,5.687066107
-1.490311689,TSA,-0.84238377,-0.728229726,wheat,7.195883166
-1.234787741,TZD,-2.369559344,-1.291985821,wheat,12.04749133
-1.234787741,TZD,-1.903733791,-1.368152372,barley,9.445366364
-1.234787741,TZD,-1.903733791,-1.368152372,barley,7.770417111
-1.234787741,TZD,-2.369559344,-1.291985821,barley,7.28898286
-1.234787741,TZD,-2.369559344,-1.291985821,barley,7.05951145
-1.234787741,TZD,-2.369559344,-1.291985821,wheat,9.974619949
-1.234787741,TZD,-2.369559344,-1.291985821,barley,6.9338019
-1.234787741,TZD,-2.369559344,-1.291985821,wheat,7.170837764
-1.234787741,TZD,-2.369559344,-1.291985821,barley,7.546031898
-1.234787741,TZD,-2.369559344,-1.291985821,barley,7.291535087
-1.234787741,TZD,-2.122321331,-1.368152372,wheat,6.19659661
-1.234787741,TZD,-2.122321331,-1.368152372,wheat,7.573473362
-1.234787741,TZD,-2.122321331,-1.368152372,wheat,8.470444432
-1.234787741,TZD,-2.122321331,-1.368152372,wheat,6.833270072
-1.234787741,TZD,-2.369559344,-1.291985821,barley,4.430454494
-1.234787741,TZD,-2.369559344,-1.291985821,wheat,8.954729283
-1.234787741,TZD,-2.369559344,-1.291985821,barley,6.529985765
-1.234787741,TZD,-2.369559344,-1.291985821,wheat,8.916142076
-1.234787741,TZD,-2.369559344,-1.291985821,barley,8.544363044
-1.234787741,TZD,-2.369559344,-1.291985821,wheat,11.0514514
-1.234787741,TZD,-2.369559344,-1.291985821,barley,6.683122272
